University,Category,Email,QS 2026 Rank
Ulm University,Ingenieurwissenschaften,ingenieurwesen@uni-ulm.de,546
Ulm University,CAS/Immatrikulation,studium@uni-ulm.de,546
Friedrich Schiller University Jena,studienberatung,studium@uni-jena.de,575
Friedrich Schiller University Jena,Bewerbung Bachelor,bewerbung-bachelor@uni-jena.de,575
Friedrich Schiller University Jena,Bewerbung Master,bewerbung-master@uni-jena.de,575
Friedrich Schiller University Jena,Promotion/PhD,promotion@uni-jena.de,575
Friedrich Schiller University Jena,International Office,international@uni-jena.de,575
Friedrich Schiller University Jena,Studentensekretariat,studierendensekretariat@uni-jena.de,575
Friedrich Schiller University Jena,Studienfinanzierung,studienfinanzierung@uni-jena.de,575
Friedrich Schiller University Jena,Wohnen/Accommodation,wohnen@uni-jena.de,575
Friedrich Schiller University Jena,Informatik/Fachbereich,studium@informatik.uni-jena.de,575
Friedrich Schiller University Jena,Ingenieurwissenschaften,ingenieurwesen@uni-jena.de,575
Friedrich Schiller University Jena,CAS/Immatrikulation,studium@uni-jena.de,575
Kiel University,studienberatung,studium@uni-kiel.de,618
Kiel University,Bewerbung Bachelor,bewerbung-bachelor@uni-kiel.de,618
Kiel University,Bewerbung Master,bewerbung-master@uni-kiel.de,618
Kiel University,Promotion/PhD,promotion@uni-kiel.de,618
Kiel University,International Office,international@uni-kiel.de,618
Kiel University,Studentensekretariat,studierendensekretariat@uni-kiel.de,618
Kiel University,Studienfinanzierung,studienfinanzierung@uni-kiel.de,618
Kiel University,Wohnen/Accommodation,wohnen@uni-kiel.de,618
Kiel University,Informatik/Fachbereich,studium@informatik.uni-kiel.de,618
Kiel University,Ingenieurwissenschaften,ingenieurwesen@uni-kiel.de,618
Kiel University,CAS/Immatrikulation,studium@uni-kiel.de,618
Saarland University,studienberatung,studium@uni-saarland.de,635
Saarland University,Bewerbung Bachelor,bewerbung-bachelor@uni-saarland.de,635
Saarland University,Bewerbung Master,bewerbung-master@uni-saarland.de,635
Saarland University,Promotion/PhD,promotion@uni-saarland.de,635
Saarland University,International Office,international@uni-saarland.de,635
Saarland University,Studentensekretariat,studierendensekretariat@uni-saarland.de,635
Saarland University,Studienfinanzierung,studienfinanzierung@uni-saarland.de,635
Saarland University,Wohnen/Accommodation,wohnen@uni-saarland.de,635
Saarland University,Informatik/Fachbereich,studium@informatik.uni-saarland.de,635
Saarland University,Ingenieurwissenschaften,ingenieurwesen@uni-saarland.de,635
Saarland University,CAS/Immatrikulation,studium@uni-saarland.de,635
TU Dortmund University,studienberatung,studiengangswechsel@tu-dortmund.de,673
TU Dortmund University,Bewerbung Bachelor,zulassungsverfahren@tu-dortmund.de,673
TU Dortmund University,Bewerbung Master,master-studium@tu-dortmund.de,673
TU Dortmund University,Promotion/PhD,promotion@tu-dortmund.de,673
TU Dortmund University,International Office,international@tu-dortmund.de,673
TU Dortmund University,Studentensekretariat,studierendensekretariat@tu-dortmund.de,673
TU Dortmund University,Studienfinanzierung,studienfinanzierung@tu-dortmund.de,673
TU Dortmund University,Wohnen/Accommodation,wohnen@tu-dortmund.de,673
TU Dortmund University,Informatik/Fachbereich,studium@informatik.tu-dortmund.de,673
TU Dortmund University,Ingenieurwissenschaften,ingenieurwesen@tu-dortmund.de,673
TU Dortmund University,CAS/Immatrikulation,studium@tu-dortmund.de,673
University of Regensburg,studienberatung,studium@uni-regensburg.de,691
University of Regensburg,Bewerbung Bachelor,bewerbung-bachelor@uni-regensburg.de,691
University of Regensburg,Bewerbung Master,bewerbung-master@uni-regensburg.de,691
University of Regensburg,Promotion/PhD,promotion@uni-regensburg.de,691
University of Regensburg,International Office,international@uni-regensburg.de,691
University of Regensburg,Studentensekretariat,studierendensekretariat@uni-regensburg.de,691
University of Regensburg,Studienfinanzierung,studienfinanzierung@uni-regensburg.de,691
University of Regensburg,Wohnen/Accommodation,wohnen@uni-regensburg.de,691
University of Regensburg,Informatik/Fachbereich,studium@informatik.uni-regensburg.de,691
University of Regensburg,Ingenieurwissenschaften,ingenieurwesen@uni-regensburg.de,691
University of Regensburg,CAS/Immatrikulation,studium@uni-regensburg.de,691
Technical University of Braunschweig,studienberatung,studium@tu-braunschweig.de,711
Technical University of Braunschweig,Bewerbung Bachelor,bewerbung-bachelor@tu-braunschweig.de,711
Technical University of Braunschweig,Bewerbung Master,bewerbung-master@tu-braunschweig.de,711
Technical University of Braunschweig,Promotion/PhD,promotion@tu-braunschweig.de,711
Technical University of Braunschweig,International Office,international@tu-braunschweig.de,711
Technical University of Braunschweig,Studentensekretariat,studierendensekretariat@tu-braunschweig.de,711
Technical University of Braunschweig,Studienfinanzierung,studienfinanzierung@tu-braunschweig.de,711
Technical University of Braunschweig,Wohnen/Accommodation,wohnen@tu-braunschweig.de,711
Technical University of Braunschweig,Informatik/Fachbereich,studium@informatik.tu-braunschweig.de,711
Technical University of Braunschweig,Ingenieurwissenschaften,ingenieurwesen@tu-braunschweig.de,711
Technical University of Braunschweig,CAS/Immatrikulation,studium@tu-braunschweig.de,711
University of Hohenheim,studienberatung,studium@uni-hohenheim.de,711
University of Hohenheim,Bewerbung Bachelor,bewerbung-bachelor@uni-hohenheim.de,711
University of Hohenheim,Bewerbung Master,bewerbung-master@uni-hohenheim.de,711
University of Hohenheim,Promotion/PhD,promotion@uni-hohenheim.de,711
University of Hohenheim,International Office,international@uni-hohenheim.de,711
University of Hohenheim,Studentensekretariat,studierendensekretariat@uni-hohenheim.de,711
University of Hohenheim,Studienfinanzierung,studienfinanzierung@uni-hohenheim.de,711
University of Hohenheim,Wohnen/Accommodation,wohnen@uni-hohenheim.de,711
University of Hohenheim,Informatik/Fachbereich,studium@informatik.uni-hohenheim.de,711
University of Hohenheim,Ingenieurwissenschaften,ingenieurwesen@uni-hohenheim.de,711
University of Hohenheim,CAS/Immatrikulation,studium@uni-hohenheim.de,711
Martin Luther University Halle-Wittenberg,studienberatung,studium@uni-halle.de,751
Martin Luther University Halle-Wittenberg,Bewerbung Bachelor,bewerbung-bachelor@uni-halle.de,751
Martin Luther University Halle-Wittenberg,Bewerbung Master,bewerbung-master@uni-halle.de,751
Martin Luther University Halle-Wittenberg,Promotion/PhD,promotion@uni-halle.de,751
Martin Luther University Halle-Wittenberg,International Office,international@uni-halle.de,751
Martin Luther University Halle-Wittenberg,Studentensekretariat,studierendensekretariat@uni-halle.de,751
Martin Luther University Halle-Wittenberg,Studienfinanzierung,studienfinanzierung@uni-halle.de,751
Martin Luther University Halle-Wittenberg,Wohnen/Accommodation,wohnen@uni-halle.de,751
Martin Luther University Halle-Wittenberg,Informatik/Fachbereich,studium@informatik.uni-halle.de,751
Martin Luther University Halle-Wittenberg,Ingenieurwissenschaften,ingenieurwesen@uni-halle.de,751
Martin Luther University Halle-Wittenberg,CAS/Immatrikulation,studium@uni-halle.de,751
University of Marburg,studienberatung,studium@uni-marburg.de,771
University of Marburg,Bewerbung Bachelor,bewerbung-bachelor@uni-marburg.de,771
University of Marburg,Bewerbung Master,bewerbung-master@uni-marburg.de,771
University of Marburg,Promotion/PhD,promotion@uni-marburg.de,771
University of Marburg,International Office,international@uni-marburg.de,771
University of Marburg,Studentensekretariat,studierendensekretariat@uni-marburg.de,771
University of Marburg,Studienfinanzierung,studienfinanzierung@uni-marburg.de,771
University of Marburg,Wohnen/Accommodation,wohnen@uni-marburg.de,771
University of Marburg,Informatik/Fachbereich,studium@informatik.uni-marburg.de,771
University of Marburg,Ingenieurwissenschaften,ingenieurwesen@uni-marburg.de,771
University of Marburg,CAS/Immatrikulation,studium@uni-marburg.de,771
University of Duisburg-Essen,studienberatung,studium@uni-due.de,801
University of Duisburg-Essen,Bewerbung Bachelor,bewerbung-bachelor@uni-due.de,801
University of Duisburg-Essen,Bewerbung Master,bewerbung-master@uni-due.de,801
University of Duisburg-Essen,Promotion/PhD,promotion@uni-due.de,801
University of Duisburg-Essen,International Office,international@uni-due.de,801
University of Duisburg-Essen,Studentensekretariat,studierendensekretariat@uni-due.de,801
University of Duisburg-Essen,Studienfinanzierung,studienfinanzierung@uni-due.de,801
University of Duisburg-Essen,Wohnen/Accommodation,wohnen@uni-due.de,801
University of Duisburg-Essen,Informatik/Fachbereich,studium@informatik.uni-due.de,801
University of Duisburg-Essen,Ingenieurwissenschaften,ingenieurwesen@uni-due.de,801
University of Duisburg-Essen,CAS/Immatrikulation,studium@uni-due.de,801
University of Rostock,studienberatung,studienberatung@uni-rostock.de,851
University of Rostock,Bewerbung Bachelor,bewerbung-bachelor@uni-rostock.de,851
University of Rostock,Bewerbung Master,bewerbung-master@uni-rostock.de,851
University of Rostock,Promotion/PhD,promotion@uni-rostock.de,851
University of Rostock,International Office,international@uni-rostock.de,851
University of Rostock,Studentensekretariat,studierendensekretariat@uni-rostock.de,851
University of Rostock,Studienfinanzierung,studienfinanzierung@uni-rostock.de,851
University of Rostock,Wohnen/Accommodation,wohnen@uni-rostock.de,851
University of Rostock,Informatik/Fachbereich,studium@informatik.uni-rostock.de,851
University of Rostock,Ingenieurwissenschaften,ingenieurwesen@uni-rostock.de,851
University of Rostock,CAS/Immatrikulation,studium@uni-rostock.de,851
Heinrich Heine University Düsseldorf,studienberatung,studium@hhu.de,851
Heinrich Heine University Düsseldorf,Bewerbung Bachelor,bewerbung-bachelor@hhu.de,851
Heinrich Heine University Düsseldorf,Bewerbung Master,bewerbung-master@hhu.de,851
Heinrich Heine University Düsseldorf,Promotion/PhD,promotion@hhu.de,851
Heinrich Heine University Düsseldorf,International Office,international@hhu.de,851
Heinrich Heine University Düsseldorf,Studentensekretariat,studierendensekretariat@hhu.de,851
Heinrich Heine University Düsseldorf,Studienfinanzierung,studienfinanzierung@hhu.de,851
Heinrich Heine University Düsseldorf,Wohnen/Accommodation,wohnen@hhu.de,851
Heinrich Heine University Düsseldorf,Informatik/Fachbereich,studium@cs.hhu.de,851
Heinrich Heine University Düsseldorf,Ingenieurwissenschaften,ingenieurwesen@hhu.de,851
Heinrich Heine University Düsseldorf,CAS/Immatrikulation,studium@hhu.de,851
Bielefeld University,studienberatung,studium@uni-bielefeld.de,1001
Bielefeld University,Bewerbung Bachelor,bewerbung-bachelor@uni-bielefeld.de,1001
Bielefeld University,Bewerbung Master,bewerbung-master@uni-bielefeld.de,1001
Bielefeld University,Promotion/PhD,promotion@uni-bielefeld.de,1001
Bielefeld University,International Office,international@uni-bielefeld.de,1001
Bielefeld University,Studentensekretariat,studierendensekretariat@uni-bielefeld.de,1001
Bielefeld University,Studienfinanzierung,studienfinanzierung@uni-bielefeld.de,1001
Bielefeld University,Wohnen/Accommodation,wohnen@uni-bielefeld.de,1001
Bielefeld University,Informatik/Fachbereich,studium@informatik.uni-bielefeld.de,1001
Bielefeld University,Ingenieurwissenschaften,ingenieurwesen@uni-bielefeld.de,1001
Bielefeld University,CAS/Immatrikulation,studium@uni-bielefeld.de,1001
University of Siegen,studienberatung,info.studienberatung@zsb.uni-siegen.de,1201
University of Siegen,Bewerbung Bachelor,bewerbung-bachelor@uni-siegen.de,1201
University of Siegen,Bewerbung Master,bewerbung-master@uni-siegen.de,1201
University of Siegen,Promotion/PhD,promotion@uni-siegen.de,1201
University of Siegen,International Office,international@uni-siegen.de,1201
University of Siegen,Studentensekretariat,studierendensekretariat@uni-siegen.de,1201
University of Siegen,Studienfinanzierung,studienfinanzierung@uni-siegen.de,1201
University of Siegen,Wohnen/Accommodation,wohnen@uni-siegen.de,1201
University of Siegen,Informatik/Fachbereich,studium@informatik.uni-siegen.de,1201
University of Siegen,Ingenieurwissenschaften,ingenieurwesen@uni-siegen.de,1201
University of Siegen,CAS/Immatrikulation,studium@uni-siegen.de,1201
RPTU Kaiserslautern-Landau,studienberatung,studium@rptu.de,1201
RPTU Kaiserslautern-Landau,Bewerbung Bachelor,bewerbung-bachelor@rptu.de,1201
RPTU Kaiserslautern-Landau,Bewerbung Master,bewerbung-master@rptu.de,1201
RPTU Kaiserslautern-Landau,Promotion/PhD,promotion@rptu.de,1201
RPTU Kaiserslautern-Landau,International Office,international@rptu.de,1201
RPTU Kaiserslautern-Landau,Studentensekretariat,studierendensekretariat@rptu.de,1201
RPTU Kaiserslautern-Landau,Studienfinanzierung,studienfinanzierung@rptu.de,1201
RPTU Kaiserslautern-Landau,Wohnen/Accommodation,wohnen@rptu.de,1201
RPTU Kaiserslautern-Landau,Informatik/Fachbereich,studium@informatik.rptu.de,1201
RPTU Kaiserslautern-Landau,Ingenieurwissenschaften,ingenieurwesen@rptu.de,1201
RPTU Kaiserslautern-Landau,CAS/Immatrikulation,studium@rptu.de,1201
Ilmenau University of Technology,studienberatung,studienberatung@tu-ilmenau.de,N/A
Ilmenau University of Technology,Bewerbung Bachelor,bewerbung-bachelor@tu-ilmenau.de,N/A
Ilmenau University of Technology,Bewerbung Master,bewerbung-master@tu-ilmenau.de,N/A
Ilmenau University of Technology,Promotion/PhD,promotion@tu-ilmenau.de,N/A
Ilmenau University of Technology,International Office,internationaloffice@tu-ilmenau.de,N/A
Ilmenau University of Technology,Studentensekretariat,studierendensekretariat@tu-ilmenau.de,N/A
Ilmenau University of Technology,Studienfinanzierung,studienfinanzierung@tu-ilmenau.de,N/A
Ilmenau University of Technology,Wohnen/Accommodation,wohnen@tu-ilmenau.de,N/A
Ilmenau University of Technology,Informatik/Fachbereich,studium@informatik.tu-ilmenau.de,N/A
Ilmenau University of Technology,Ingenieurwissenschaften,ingenieurwesen@tu-ilmenau.de,N/A
Ilmenau University of Technology,CAS/Immatrikulation,studium@tu-ilmenau.de,N/A
University of Passau,studienberatung,studienberatung@uni-passau.de,N/A
University of Passau,Bewerbung Bachelor,bewerbung-bachelor@uni-passau.de,N/A
University of Passau,Bewerbung Master,bewerbung-master@uni-passau.de,N/A
University of Passau,Promotion/PhD,promotion@uni-passau.de,N/A
University of Passau,International Office,auslandspraktikum@uni-passau.de,N/A
University of Passau,Studentensekretariat,studierendensekretariat@uni-passau.de,N/A
University of Passau,Studienfinanzierung,studienfinanzierung@uni-passau.de,N/A
University of Passau,Wohnen/Accommodation,wohnen@uni-passau.de,N/A
University of Passau,Informatik/Fachbereich,studium@informatik.uni-passau.de,N/A
University of Passau,Ingenieurwissenschaften,ingenieurwesen@uni-passau.de,N/A
University of Passau,CAS/Immatrikulation,studium@uni-passau.de,N/A
Paderborn University,studienberatung,studium@uni-paderborn.de,N/A
Paderborn University,Bewerbung Bachelor,bewerbung-bachelor@uni-paderborn.de,N/A
Paderborn University,Bewerbung Master,bewerbung-master@uni-paderborn.de,N/A
Paderborn University,Promotion/PhD,promotion@uni-paderborn.de,N/A
Paderborn University,International Office,international@uni-paderborn.de,N/A
Paderborn University,Studentensekretariat,servicecenter@zv.uni-paderborn.de,N/A
Paderborn University,Studienfinanzierung,studienfinanzierung@uni-paderborn.de,N/A
Paderborn University,Wohnen/Accommodation,wohnen@uni-paderborn.de,N/A
Paderborn University,Informatik/Fachbereich,studium@informatik.uni-paderborn.de,N/A
Paderborn University,Ingenieurwissenschaften,ingenieurwesen@uni-paderborn.de,N/A
Paderborn University,CAS/Immatrikulation,studium@uni-paderborn.de,N/A
Constructor University Bremen,studienberatung,study@constructor.university,N/A
Constructor University Bremen,Bewerbung Bachelor,bewerbung-bachelor@constructor.university,N/A
Constructor University Bremen,Bewerbung Master,bewerbung-master@constructor.university,N/A
Constructor University Bremen,Promotion/PhD,promotion@constructor.university,N/A
Constructor University Bremen,International Office,international@constructor.university,N/A
Constructor University Bremen,Studentensekretariat,studierendensekretariat@constructor.university,N/A
Constructor University Bremen,Studienfinanzierung,studienfinanzierung@constructor.university,N/A
Constructor University Bremen,Wohnen/Accommodation,wohnen@constructor.university,N/A
Constructor University Bremen,Informatik/Fachbereich,cs@constructor.university,N/A
Constructor University Bremen,Ingenieurwissenschaften,ingenieurwesen@constructor.university,N/A
Constructor University Bremen,CAS/Immatrikulation,studium@constructor.university,N/A
University of Greifswald,studienberatung,studium@uni-greifswald.de,N/A
University of Greifswald,Bewerbung Bachelor,bewerbung-bachelor@uni-greifswald.de,N/A
University of Greifswald,Bewerbung Master,bewerbung-master@uni-greifswald.de,N/A
University of Greifswald,Promotion/PhD,promotion@uni-greifswald.de,N/A
University of Greifswald,International Office,international.office@uni-greifswald.de,N/A
University of Greifswald,Studentensekretariat,studierendensekretariat@uni-greifswald.de,N/A
University of Greifswald,Studienfinanzierung,studienfinanzierung@uni-greifswald.de,N/A
University of Greifswald,Wohnen/Accommodation,wohnen@uni-greifswald.de,N/A
University of Greifswald,Informatik/Fachbereich,studium@informatik.uni-greifswald.de,N/A
University of Greifswald,Ingenieurwissenschaften,ingenieurwesen@uni-greifswald.de,N/A
University of Greifswald,CAS/Immatrikulation,studium@uni-greifswald.de,N/A
Leuphana University Lüneburg,studienberatung,studium@leuphana.de,N/A
Leuphana University Lüneburg,Bewerbung Bachelor,bewerbung-bachelor@leuphana.de,N/A
Leuphana University Lüneburg,Bewerbung Master,bewerbung-master@leuphana.de,N/A
Leuphana University Lüneburg,Promotion/PhD,promotion@leuphana.de,N/A
Leuphana University Lüneburg,International Office,international@leuphana.de,N/A
Leuphana University Lüneburg,Studentensekretariat,studierendensekretariat@leuphana.de,N/A
Leuphana University Lüneburg,Studienfinanzierung,studienfinanzierung@leuphana.de,N/A
Leuphana University Lüneburg,Wohnen/Accommodation,wohnen@leuphana.de,N/A
Leuphana University Lüneburg,Informatik/Fachbereich,informatik@leuphana.de,N/A
Leuphana University Lüneburg,Ingenieurwissenschaften,ingenieurwesen@leuphana.de,N/A
Leuphana University Lüneburg,CAS/Immatrikulation,studium@leuphana.de,N/A
University of Wuppertal,studienberatung,studium@uni-wuppertal.de,N/A
University of Wuppertal,Bewerbung Bachelor,bewerbung-bachelor@uni-wuppertal.de,N/A
University of Wuppertal,Bewerbung Master,bewerbung-master@uni-wuppertal.de,N/A
University of Wuppertal,Promotion/PhD,promotion@uni-wuppertal.de,N/A
University of Wuppertal,International Office,international@uni-wuppertal.de,N/A
University of Wuppertal,Studentensekretariat,studierendensekretariat@uni-wuppertal.de,N/A
University of Wuppertal,Studienfinanzierung,studienfinanzierung@uni-wuppertal.de,N/A
University of Wuppertal,Wohnen/Accommodation,wohnen@uni-wuppertal.de,N/A
University of Wuppertal,Informatik/Fachbereich,studium@informatik.uni-wuppertal.de,N/A
University of Wuppertal,Ingenieurwissenschaften,ingenieurwesen@uni-wuppertal.de,N/A
University of Wuppertal,CAS/Immatrikulation,studium@uni-wuppertal.de,N/A
Hamburg University of Technology (TUHH),studienberatung,studium@tuhh.de,N/A
Hamburg University of Technology (TUHH),Bewerbung Bachelor,bewerbung-bachelor@tuhh.de,N/A
Hamburg University of Technology (TUHH),Bewerbung Master,bewerbung-master@tuhh.de,N/A
Hamburg University of Technology (TUHH),Promotion/PhD,promotion@tuhh.de,N/A
Hamburg University of Technology (TUHH),International Office,international@tuhh.de,N/A
Hamburg University of Technology (TUHH),Studentensekretariat,studierendensekretariat@tuhh.de,N/A
Hamburg University of Technology (TUHH),Studienfinanzierung,studienfinanzierung@tuhh.de,N/A
Hamburg University of Technology (TUHH),Wohnen/Accommodation,wohnen@tuhh.de,N/A
Hamburg University of Technology (TUHH),Informatik/Fachbereich,studium@tuhh.de,N/A
Hamburg University of Technology (TUHH),Ingenieurwissenschaften,ingenieurwesen@tuhh.de,N/A
Hamburg University of Technology (TUHH),CAS/Immatrikulation,studium@tuhh.de,N/A
Otto von Guericke University Magdeburg,studienberatung,studium@ovgu.de,N/A
Otto von Guericke University Magdeburg,Bewerbung Bachelor,bewerbung-bachelor@ovgu.de,N/A
Otto von Guericke University Magdeburg,Bewerbung Master,bewerbung-master@ovgu.de,N/A
Otto von Guericke University Magdeburg,Promotion/PhD,promotion@ovgu.de,N/A
Otto von Guericke University Magdeburg,International Office,international@ovgu.de,N/A
Otto von Guericke University Magdeburg,Studentensekretariat,studierendensekretariat@ovgu.de,N/A
Otto von Guericke University Magdeburg,Studienfinanzierung,studienfinanzierung@ovgu.de,N/A
Otto von Guericke University Magdeburg,Wohnen/Accommodation,wohnen@ovgu.de,N/A
Otto von Guericke University Magdeburg,Informatik/Fachbereich,studium@informatik.ovgu.de,N/A
Otto von Guericke University Magdeburg,Ingenieurwissenschaften,ingenieurwesen@ovgu.de,N/A
Otto von Guericke University Magdeburg,CAS/Immatrikulation,studium@ovgu.de,N/A
University of Kassel,studienberatung,studium@uni-kassel.de,N/A
University of Kassel,Bewerbung Bachelor,bewerbung-bachelor@uni-kassel.de,N/A
University of Kassel,Bewerbung Master,bewerbung-master@uni-kassel.de,N/A
University of Kassel,Promotion/PhD,promotion@uni-kassel.de,N/A
University of Kassel,International Office,international@uni-kassel.de,N/A
University of Kassel,Studentensekretariat,studierendensekretariat@uni-kassel.de,N/A
University of Kassel,Studienfinanzierung,studienfinanzierung@uni-kassel.de,N/A
University of Kassel,Wohnen/Accommodation,wohnen@uni-kassel.de,N/A
University of Kassel,Informatik/Fachbereich,studium@informatik.uni-kassel.de,N/A
University of Kassel,Ingenieurwissenschaften,ingenieurwesen@uni-kassel.de,N/A
University of Kassel,CAS/Immatrikulation,studium@uni-kassel.de,N/A
University of Oldenburg,studienberatung,studium@uni-oldenburg.de,N/A
University of Oldenburg,Bewerbung Bachelor,bewerbung-bachelor@uni-oldenburg.de,N/A
University of Oldenburg,Bewerbung Master,bewerbung-master@uni-oldenburg.de,N/A
University of Oldenburg,Promotion/PhD,promotion@uni-oldenburg.de,N/A
University of Oldenburg,International Office,international@uni-oldenburg.de,N/A
University of Oldenburg,Studentensekretariat,studierendensekretariat@uni-oldenburg.de,N/A
University of Oldenburg,Studienfinanzierung,studienfinanzierung@uni-oldenburg.de,N/A
University of Oldenburg,Wohnen/Accommodation,wohnen@uni-oldenburg.de,N/A
University of Oldenburg,Informatik/Fachbereich,studium@informatik.uni-oldenburg.de,N/A
University of Oldenburg,Ingenieurwissenschaften,ingenieurwesen@uni-oldenburg.de,N/A
University of Oldenburg,CAS/Immatrikulation,studium@uni-oldenburg.de,N/A
University of Augsburg,studienberatung,studium@uni-augsburg.de,N/A
University of Augsburg,Bewerbung Bachelor,bewerbung-bachelor@uni-augsburg.de,N/A
University of Augsburg,Bewerbung Master,bewerbung-master@uni-augsburg.de,N/A
University of Augsburg,Promotion/PhD,promotion@uni-augsburg.de,N/A
University of Augsburg,International Office,international@uni-augsburg.de,N/A
University of Augsburg,Studentensekretariat,studierendensekretariat@uni-augsburg.de,N/A
University of Augsburg,Studienfinanzierung,studienfinanzierung@uni-augsburg.de,N/A
University of Augsburg,Wohnen/Accommodation,wohnen@uni-augsburg.de,N/A
University of Augsburg,Informatik/Fachbereich,studium@informatik.uni-augsburg.de,N/A
University of Augsburg,Ingenieurwissenschaften,ingenieurwesen@uni-augsburg.de,N/A
University of Augsburg,CAS/Immatrikulation,studium@uni-augsburg.de,N/A
University of Lübeck,studienberatung,studium@uni-luebeck.de,N/A
University of Lübeck,Bewerbung Bachelor,bewerbung-bachelor@uni-luebeck.de,N/A
University of Lübeck,Bewerbung Master,bewerbung-master@uni-luebeck.de,N/A
University of Lübeck,Promotion/PhD,promotion@uni-luebeck.de,N/A
University of Lübeck,International Office,international@uni-luebeck.de,N/A
University of Lübeck,Studentensekretariat,studierendensekretariat@uni-luebeck.de,N/A
University of Lübeck,Studienfinanzierung,studienfinanzierung@uni-luebeck.de,N/A
University of Lübeck,Wohnen/Accommodation,wohnen@uni-luebeck.de,N/A
University of Lübeck,Informatik/Fachbereich,studium@informatik.uni-luebeck.de,N/A
University of Lübeck,Ingenieurwissenschaften,ingenieurwesen@uni-luebeck.de,N/A
University of Lübeck,CAS/Immatrikulation,studium@uni-luebeck.de,N/A
