"University","Category","Email","QS 2026 Rank"
"Coventry University","International Admissions","international@coventry.ac.uk","558"
"Coventry University","Student Finance","fees@coventry.ac.uk","558"
"Coventry University","Cyber/Data Science MSc","pg.admissions@coventry.ac.uk","558"
"Bangor University","General Admissions","admissions@bangor.ac.uk","566"
"Bangor University","UG Admissions","ug.admissions@bangor.ac.uk","566"
"Bangor University","PGT Admissions","pg.admissions@bangor.ac.uk","566"
"Bangor University","PGR Admissions","phd.admissions@bangor.ac.uk","566"
"Bangor University","CS/Engineering","computing@bangor.ac.uk","566"
"Bangor University","International Admissions","international@bangor.ac.uk","566"
"Bangor University","Student Finance","fees@bangor.ac.uk","566"
"Bangor University","Accommodation","accommodation@bangor.ac.uk","566"
"Bangor University","AI/Data Science MSc","pg.admissions@bangor.ac.uk","566"
"University of Portsmouth","General Admissions","admissions@port.ac.uk","601-650"
"University of Portsmouth","UG Admissions","ug.admissions@port.ac.uk","601-650"
"University of Portsmouth","PGT Admissions","pg.admissions@port.ac.uk","601-650"
"University of Portsmouth","PGR Admissions","phd.admissions@port.ac.uk","601-650"
"University of Portsmouth","CS/Computing","computing@port.ac.uk","601-650"
"University of Portsmouth","Engineering","eng.admissions@port.ac.uk","601-650"
"University of Portsmouth","International Admissions","international@port.ac.uk","601-650"
"University of Portsmouth","Student Finance","fees@port.ac.uk","601-650"
"University of Portsmouth","AI/ML/Cyber Sec MSc","pg.admissions@port.ac.uk","601-650"
"University of Hull","General Admissions","admissions@hull.ac.uk","601-650"
"University of Hull","UG Admissions","ug.admissions@hull.ac.uk","601-650"
"University of Hull","PGT Admissions","pg.admissions@hull.ac.uk","601-650"
"University of Hull","PGR Admissions","phd.admissions@hull.ac.uk","601-650"
"University of Hull","CS/Computing","computing@hull.ac.uk","601-650"
"University of Hull","Engineering","eng.admissions@hull.ac.uk","601-650"
"University of Hull","International Admissions","international@hull.ac.uk","601-650"
"University of Hull","Student Finance","fees@hull.ac.uk","601-650"
"University of Hull","AI/Data Science MSc","pg.admissions@hull.ac.uk","601-650"
"University of Hull","Accommodation","accommodation@hull.ac.uk","601-650"
"University of Essex","General Admissions","admissions@essex.ac.uk","601-650"
"University of Essex","UG Admissions","ug.admissions@essex.ac.uk","601-650"
"University of Essex","PGT Admissions","pg.admissions@essex.ac.uk","601-650"
"University of Essex","PGR Admissions","phd.admissions@essex.ac.uk","601-650"
"University of Essex","CS/Computing","computing@essex.ac.uk","601-650"
"University of Essex","Engineering","eng.admissions@essex.ac.uk","601-650"
"University of Essex","International Admissions","international@essex.ac.uk","601-650"
"University of Essex","Student Finance","fees@essex.ac.uk","601-650"
"University of Essex","AI/Cyber Security MSc","pg.admissions@essex.ac.uk","601-650"
"University of Kent","General Admissions","admissions@kent.ac.uk","601-650"
"University of Kent","UG Admissions","ug.admissions@kent.ac.uk","601-650"
"University of Kent","PGT Admissions","pg.admissions@kent.ac.uk","601-650"
"University of Kent","PGR Admissions","phd.admissions@kent.ac.uk","601-650"
"University of Kent","CS/Computing","computing@kent.ac.uk","601-650"
"University of Kent","Engineering","eng.admissions@kent.ac.uk","601-650"
"University of Kent","International Admissions","international@kent.ac.uk","601-650"
"University of Kent","Student Finance","fees@kent.ac.uk","601-650"
"University of Kent","Cyber/Data Science MSc","pg.admissions@kent.ac.uk","601-650"
"Kingston University","General Admissions","admissions@kingston.ac.uk","660"
"Kingston University","UG Admissions","ug.admissions@kingston.ac.uk","660"
"Kingston University","PGT Admissions","pg.admissions@kingston.ac.uk","660"
"Kingston University","PGR Admissions","phd.admissions@kingston.ac.uk","660"
"Kingston University","CS/Computing","computing@kingston.ac.uk","660"
"Kingston University","Engineering","eng.admissions@kingston.ac.uk","660"
"Kingston University","International Admissions","international@kingston.ac.uk","660"
"Kingston University","Student Finance","fees@kingston.ac.uk","660"
"Kingston University","AI/Cyber Security MSc","pg.admissions@kingston.ac.uk","660"
"Bournemouth University","General Admissions","admissions@bournemouth.ac.uk","661-670"
"Bournemouth University","UG Admissions","ug.admissions@bournemouth.ac.uk","661-670"
"Bournemouth University","PGT Admissions","pg.admissions@bournemouth.ac.uk","661-670"
"Bournemouth University","PGR Admissions","phd.admissions@bournemouth.ac.uk","661-670"
"Bournemouth University","CS/Computing","computing@bournemouth.ac.uk","661-670"
"Bournemouth University","Engineering","eng.admissions@bournemouth.ac.uk","661-670"
"Bournemouth University","International Admissions","international@bournemouth.ac.uk","661-670"
"Bournemouth University","Student Finance","fees@bournemouth.ac.uk","661-670"
"Bournemouth University","AI/Data Science MSc","pg.admissions@bournemouth.ac.uk","661-670"
"University of Stirling","General Admissions","admissions@stir.ac.uk","671-680"
"University of Stirling","UG Admissions","ug.admissions@stir.ac.uk","671-680"
"University of Stirling","PGT Admissions","pg.admissions@stir.ac.uk","671-680"
"University of Stirling","PGR Admissions","phd.admissions@stir.ac.uk","671-680"
"University of Stirling","CS/Computing","computing@stir.ac.uk","671-680"
"University of Stirling","International Admissions","international@stir.ac.uk","671-680"
"University of Stirling","Student Finance","fees@stir.ac.uk","671-680"
"University of Stirling","AI/Data Science MSc","pg.admissions@stir.ac.uk","671-680"
"University of Stirling","Accommodation","accommodation@stir.ac.uk","671-680"
"University of Bradford","General Admissions","admissions@bradford.ac.uk","691-700"
"University of Bradford","UG Admissions","ug.admissions@bradford.ac.uk","691-700"
"University of Bradford","PGT Admissions","pg.admissions@bradford.ac.uk","691-700"
"University of Bradford","PGR Admissions","phd.admissions@bradford.ac.uk","691-700"
"University of Bradford","CS/Computing","computing@bradford.ac.uk","691-700"
"University of Bradford","Engineering","eng.admissions@bradford.ac.uk","691-700"
"University of Bradford","International Admissions","international@bradford.ac.uk","691-700"
"University of Bradford","Student Finance","fees@bradford.ac.uk","691-700"
"University of Bradford","AI/ML/Cyber MSc","pg.admissions@bradford.ac.uk","691-700"
"Aberystwyth University","General Admissions","admissions@aber.ac.uk","701-710"
"Aberystwyth University","UG Admissions","ug.admissions@aber.ac.uk","701-710"
"Aberystwyth University","PGT Admissions","pg.admissions@aber.ac.uk","701-710"
"Aberystwyth University","PGR Admissions","phd.admissions@aber.ac.uk","701-710"
"Aberystwyth University","CS Department","cs.admissions@aber.ac.uk","701-710"
"Aberystwyth University","International Admissions","international@aber.ac.uk","701-710"
"Aberystwyth University","Student Finance","fees@aber.ac.uk","701-710"
"Aberystwyth University","Accommodation","accommodation@aber.ac.uk","701-710"
"Aberystwyth University","Data Science/CS MSc","pg.admissions@aber.ac.uk","701-710"
"Goldsmiths Univ of London","General Admissions","admissions@gold.ac.uk","711-720"
"Goldsmiths Univ of London","UG Admissions","ug.admissions@gold.ac.uk","711-720"
"Goldsmiths Univ of London","PGT Admissions","pg.admissions@gold.ac.uk","711-720"
"Goldsmiths Univ of London","PGR Admissions","phd.admissions@gold.ac.uk","711-720"
"Goldsmiths Univ of London","Computing","computing@gold.ac.uk","711-720"
"Goldsmiths Univ of London","International Admissions","international@gold.ac.uk","711-720"
"Goldsmiths Univ of London","Student Finance","fees@gold.ac.uk","711-720"
"Goldsmiths Univ of London","AI/ML/Data Science MSc","pg.admissions@gold.ac.uk","711-720"
"Goldsmiths Univ of London","Accommodation","accommodation@gold.ac.uk","711-720"
"Queens University Belfast","General Admissions","admissions@qub.ac.uk","741-750"
"Queens University Belfast","UG Admissions","ug.admissions@qub.ac.uk","741-750"
"Queens University Belfast","PGT Admissions","pg.admissions@qub.ac.uk","741-750"
"Queens University Belfast","PGR Admissions","phd.admissions@qub.ac.uk","741-750"
"Queens University Belfast","CS/EEECS","eeecs@qub.ac.uk","741-750"
"Queens University Belfast","Engineering","eng.admissions@qub.ac.uk","741-750"
"Queens University Belfast","International Admissions","international@qub.ac.uk","741-750"
"Queens University Belfast","Student Finance","fees@qub.ac.uk","741-750"
"Queens University Belfast","AI/Cyber Security MSc","pg.admissions@qub.ac.uk","741-750"
"Univ of Hertfordshire","General Admissions","admissions@herts.ac.uk","751-760"
"Univ of Hertfordshire","UG Admissions","ug.admissions@herts.ac.uk","751-760"
"Univ of Hertfordshire","PGT Admissions","pg.admissions@herts.ac.uk","751-760"
"Univ of Hertfordshire","PGR Admissions","phd.admissions@herts.ac.uk","751-760"
"Univ of Hertfordshire","CS/Computing","computing@herts.ac.uk","751-760"
"Univ of Hertfordshire","Engineering","eng.admissions@herts.ac.uk","751-760"
"Univ of Hertfordshire","International Admissions","international@herts.ac.uk","751-760"
"Univ of Hertfordshire","Student Finance","fees@herts.ac.uk","751-760"
"Univ of Hertfordshire","AI/Cyber Security MSc","pg.admissions@herts.ac.uk","751-760"
"UWE Bristol","General Admissions","admissions@uwe.ac.uk","771-780"
"UWE Bristol","UG Admissions","ug.admissions@uwe.ac.uk","771-780"
"UWE Bristol","PGT Admissions","pg.admissions@uwe.ac.uk","771-780"
"UWE Bristol","PGR Admissions","phd.admissions@uwe.ac.uk","771-780"
"UWE Bristol","CS/Computing","computing@uwe.ac.uk","771-780"
"UWE Bristol","Engineering","eng.admissions@uwe.ac.uk","771-780"
"UWE Bristol","International Admissions","international@uwe.ac.uk","771-780"
"UWE Bristol","Student Finance","fees@uwe.ac.uk","771-780"
"UWE Bristol","AI/Cyber Security MSc","pg.admissions@uwe.ac.uk","771-780"
"Ulster University","General Admissions","admissions@ulster.ac.uk","781-790"
"Ulster University","UG Admissions","ug.admissions@ulster.ac.uk","781-790"
"Ulster University","PGT Admissions","pg.admissions@ulster.ac.uk","781-790"
"Ulster University","PGR Admissions","phd.admissions@ulster.ac.uk","781-790"
"Ulster University","CS/Computing","computing@ulster.ac.uk","781-790"
"Ulster University","Engineering","eng.admissions@ulster.ac.uk","781-790"
"Ulster University","International Admissions","international@ulster.ac.uk","781-790"
"Ulster University","Student Finance","fees@ulster.ac.uk","781-790"
"Ulster University","AI/Cyber Security MSc","pg.admissions@ulster.ac.uk","781-790"
"Univ of Brighton","General Admissions","admissions@brighton.ac.uk","791-800"
"Univ of Brighton","UG Admissions","ug.admissions@brighton.ac.uk","791-800"
"Univ of Brighton","PGT Admissions","pg.admissions@brighton.ac.uk","791-800"
"Univ of Brighton","PGR Admissions","phd.admissions@brighton.ac.uk","791-800"
"Univ of Brighton","CS/Computing","computing@brighton.ac.uk","791-800"
"Univ of Brighton","Engineering","eng.admissions@brighton.ac.uk","791-800"
"Univ of Brighton","International Admissions","international@brighton.ac.uk","791-800"
"Univ of Brighton","Student Finance","fees@brighton.ac.uk","791-800"
"Univ of Brighton","AI/ML/Robotics MSc","pg.admissions@brighton.ac.uk","791-800"
"De Montfort University","General Admissions","admissions@dmu.ac.uk","801-850"
"De Montfort University","UG Admissions","ug.admissions@dmu.ac.uk","801-850"
"De Montfort University","PGT Admissions","pg.admissions@dmu.ac.uk","801-850"
"De Montfort University","PGR Admissions","phd.admissions@dmu.ac.uk","801-850"
"De Montfort University","CS/Computing","computing@dmu.ac.uk","801-850"
"De Montfort University","Engineering","eng.admissions@dmu.ac.uk","801-850"
"De Montfort University","International Admissions","international@dmu.ac.uk","801-850"
"De Montfort University","Student Finance","fees@dmu.ac.uk","801-850"
"De Montfort University","AI/Cyber Security MSc","pg.admissions@dmu.ac.uk","801-850"
"Keele University","General Admissions","admissions@keele.ac.uk","801-850"
"Keele University","UG Admissions","ug.admissions@keele.ac.uk","801-850"
"Keele University","PGT Admissions","pg.admissions@keele.ac.uk","801-850"
"Keele University","PGR Admissions","phd.admissions@keele.ac.uk","801-850"
"Keele University","CS/Computing","computing@keele.ac.uk","801-850"
"Keele University","Engineering","eng.admissions@keele.ac.uk","801-850"
"Keele University","International Admissions","international@keele.ac.uk","801-850"
"Keele University","Student Finance","fees@keele.ac.uk","801-850"
"Keele University","AI/Cyber Security MSc","pg.admissions@keele.ac.uk","801-850"
"Univ of Lincoln","General Admissions","admissions@lincoln.ac.uk","801-850"
"Univ of Lincoln","UG Admissions","ug.admissions@lincoln.ac.uk","801-850"
"Univ of Lincoln","PGT Admissions","pg.admissions@lincoln.ac.uk","801-850"
"Univ of Lincoln","PGR Admissions","phd.admissions@lincoln.ac.uk","801-850"
"Univ of Lincoln","CS/Computing","computing@lincoln.ac.uk","801-850"
"Univ of Lincoln","Engineering","eng.admissions@lincoln.ac.uk","801-850"
"Univ of Lincoln","International Admissions","international@lincoln.ac.uk","801-850"
"Univ of Lincoln","Student Finance","fees@lincoln.ac.uk","801-850"
"Univ of Lincoln","AI MSc","pg.admissions@lincoln.ac.uk","801-850"
"Univ of Lincoln","Accommodation","accommodation@lincoln.ac.uk","801-850"
"Univ of East London","General Admissions","admissions@uel.ac.uk","801-850"
"Univ of East London","UG Admissions","ug.admissions@uel.ac.uk","801-850"
"Univ of East London","PGT Admissions","pg.admissions@uel.ac.uk","801-850"
"Univ of East London","PGR Admissions","phd.admissions@uel.ac.uk","801-850"
"Univ of East London","CS/Computing","computing@uel.ac.uk","801-850"
"Univ of East London","Engineering","eng.admissions@uel.ac.uk","801-850"
"Univ of East London","International Admissions","international@uel.ac.uk","801-850"
"Univ of East London","Student Finance","fees@uel.ac.uk","801-850"
"Univ of East London","CS/Cyber Security MSc","pg.admissions@uel.ac.uk","801-850"
"Univ of Wolverhampton","General Admissions","admissions@wlv.ac.uk","801-850"
"Univ of Wolverhampton","UG Admissions","ug.admissions@wlv.ac.uk","801-850"
"Univ of Wolverhampton","PGT Admissions","pg.admissions@wlv.ac.uk","801-850"
"Univ of Wolverhampton","PGR Admissions","phd.admissions@wlv.ac.uk","801-850"
"Univ of Wolverhampton","CS/Computing","computing@wlv.ac.uk","801-850"
"Univ of Wolverhampton","Engineering","eng.admissions@wlv.ac.uk","801-850"
"Univ of Wolverhampton","International Admissions","international@wlv.ac.uk","801-850"
"Univ of Wolverhampton","Student Finance","fees@wlv.ac.uk","801-850"
"Univ of Wolverhampton","AI/Cyber Security MSc","pg.admissions@wlv.ac.uk","801-850"
"Edinburgh Napier University","General Admissions","admissions@napier.ac.uk","851-900"
"Edinburgh Napier University","UG Admissions","ug.admissions@napier.ac.uk","851-900"
"Edinburgh Napier University","PGT Admissions","pg.admissions@napier.ac.uk","851-900"
"Edinburgh Napier University","PGR Admissions","phd.admissions@napier.ac.uk","851-900"
"Edinburgh Napier University","CS/Computing","computing@napier.ac.uk","851-900"
"Edinburgh Napier University","Engineering","eng.admissions@napier.ac.uk","851-900"
"Edinburgh Napier University","International Admissions","international@napier.ac.uk","851-900"
"Edinburgh Napier University","Student Finance","fees@napier.ac.uk","851-900"
"Edinburgh Napier University","AI/Cyber Security MSc","pg.admissions@napier.ac.uk","851-900"
"Univ of Greenwich","General Admissions","admissions@gre.ac.uk","851-900"
"Univ of Greenwich","UG Admissions","ug.admissions@gre.ac.uk","851-900"
"Univ of Greenwich","PGT Admissions","pg.admissions@gre.ac.uk","851-900"
"Univ of Greenwich","PGR Admissions","phd.admissions@gre.ac.uk","851-900"
"Univ of Greenwich","CS/Computing","computing@gre.ac.uk","851-900"
"Univ of Greenwich","Engineering","eng.admissions@gre.ac.uk","851-900"
"Univ of Greenwich","International Admissions","international@gre.ac.uk","851-900"
"Univ of Greenwich","Student Finance","fees@gre.ac.uk","851-900"
"Univ of Greenwich","Cyber/Data Science MSc","pg.admissions@gre.ac.uk","851-900"
"Liverpool John Moores","General Admissions","admissions@ljmu.ac.uk","851-900"
"Liverpool John Moores","UG Admissions","ug.admissions@ljmu.ac.uk","851-900"
"Liverpool John Moores","PGT Admissions","pg.admissions@ljmu.ac.uk","851-900"
"Liverpool John Moores","PGR Admissions","phd.admissions@ljmu.ac.uk","851-900"
"Liverpool John Moores","CS/Mathematics","cs.admissions@ljmu.ac.uk","851-900"
"Liverpool John Moores","Engineering","eng.admissions@ljmu.ac.uk","851-900"
"Liverpool John Moores","International Admissions","international@ljmu.ac.uk","851-900"
"Liverpool John Moores","Student Finance","fees@ljmu.ac.uk","851-900"
"Liverpool John Moores","AI/ML/Cyber Sec MSc","pg.admissions@ljmu.ac.uk","851-900"
"Sheffield Hallam University","General Admissions","admissions@shu.ac.uk","851-900"
"Sheffield Hallam University","UG Admissions","ug.admissions@shu.ac.uk","851-900"
"Sheffield Hallam University","PGT Admissions","pg.admissions@shu.ac.uk","851-900"
"Sheffield Hallam University","PGR Admissions","phd.admissions@shu.ac.uk","851-900"
"Sheffield Hallam University","CS/Computing","computing@shu.ac.uk","851-900"
"Sheffield Hallam University","Engineering","eng.admissions@shu.ac.uk","851-900"
"Sheffield Hallam University","International Admissions","international@shu.ac.uk","851-900"
"Sheffield Hallam University","Student Finance","fees@shu.ac.uk","851-900"
"Sheffield Hallam University","AI/Cyber Security MSc","pg.admissions@shu.ac.uk","851-900"
"University of Plymouth","General Admissions","admissions@plymouth.ac.uk","901-950"
"University of Plymouth","UG Admissions","ug.admissions@plymouth.ac.uk","901-950"
"University of Plymouth","PGT Admissions","pg.admissions@plymouth.ac.uk","901-950"
"University of Plymouth","PGR Admissions","phd.admissions@plymouth.ac.uk","901-950"
"University of Plymouth","CS/Computing","computing@plymouth.ac.uk","901-950"
"University of Plymouth","Engineering","eng.admissions@plymouth.ac.uk","901-950"
"University of Plymouth","International Admissions","international@plymouth.ac.uk","901-950"
"University of Plymouth","Student Finance","fees@plymouth.ac.uk","901-950"
"University of Plymouth","AI/Cyber Security MSc","pg.admissions@plymouth.ac.uk","901-950"
"Middlesex University","General Admissions","admissions@mdx.ac.uk","901-950"
"Middlesex University","UG Admissions","ug.admissions@mdx.ac.uk","901-950"
"Middlesex University","PGT Admissions","pg.admissions@mdx.ac.uk","901-950"
"Middlesex University","PGR Admissions","phd.admissions@mdx.ac.uk","901-950"
"Middlesex University","CS/Computing","computing@mdx.ac.uk","901-950"
"Middlesex University","Engineering","eng.admissions@mdx.ac.uk","901-950"
"Middlesex University","International Admissions","international@mdx.ac.uk","901-950"
"Middlesex University","Student Finance","fees@mdx.ac.uk","901-950"
"Middlesex University","AI/Cyber Security MSc","pg.admissions@mdx.ac.uk","901-950"
"Univ of South Wales","General Admissions","admissions@southwales.ac.uk","901-950"
"Univ of South Wales","UG Admissions","ug.admissions@southwales.ac.uk","901-950"
"Univ of South Wales","PGT Admissions","pg.admissions@southwales.ac.uk","901-950"
"Univ of South Wales","PGR Admissions","phd.admissions@southwales.ac.uk","901-950"
"Univ of South Wales","CS/Computing","computing@southwales.ac.uk","901-950"
"Univ of South Wales","Engineering","eng.admissions@southwales.ac.uk","901-950"
"Univ of South Wales","International Admissions","international@southwales.ac.uk","901-950"
"Univ of South Wales","Student Finance","fees@southwales.ac.uk","901-950"
"Univ of South Wales","Cyber/Data Science MSc","pg.admissions@southwales.ac.uk","901-950"
"Nottingham Trent University","General Admissions","admissions@ntu.ac.uk","951-1000"
"Nottingham Trent University","UG Admissions","ug.admissions@ntu.ac.uk","951-1000"
"Nottingham Trent University","PGT Admissions","pg.admissions@ntu.ac.uk","951-1000"
"Nottingham Trent University","PGR Admissions","phd.admissions@ntu.ac.uk","951-1000"
"Nottingham Trent University","CS/Computing","computing@ntu.ac.uk","951-1000"
"Nottingham Trent University","Engineering","eng.admissions@ntu.ac.uk","951-1000"
"Nottingham Trent University","International Admissions","international@ntu.ac.uk","951-1000"
"Nottingham Trent University","Student Finance","fees@ntu.ac.uk","951-1000"
"Nottingham Trent University","AI/Cyber Security MSc","pg.admissions@ntu.ac.uk","951-1000"
"Manchester Metropolitan U","General Admissions","admissions@mmu.ac.uk","951-1000"
"Manchester Metropolitan U","UG Admissions","ug.admissions@mmu.ac.uk","951-1000"
"Manchester Metropolitan U","PGT Admissions","pg.admissions@mmu.ac.uk","951-1000"
"Manchester Metropolitan U","PGR Admissions","phd.admissions@mmu.ac.uk","951-1000"
"Manchester Metropolitan U","CS/Computing","computing@mmu.ac.uk","951-1000"
"Manchester Metropolitan U","Engineering","eng.admissions@mmu.ac.uk","951-1000"
"Manchester Metropolitan U","International Admissions","international@mmu.ac.uk","951-1000"
"Manchester Metropolitan U","Student Finance","fees@mmu.ac.uk","951-1000"
"Manchester Metropolitan U","AI/Data Science MSc","pg.admissions@mmu.ac.uk","951-1000"
"London South Bank Univ","General Admissions","admissions@lsbu.ac.uk","951-1000"
"London South Bank Univ","UG Admissions","ug.admissions@lsbu.ac.uk","951-1000"
"London South Bank Univ","PGT Admissions","pg.admissions@lsbu.ac.uk","951-1000"
"London South Bank Univ","PGR Admissions","phd.admissions@lsbu.ac.uk","951-1000"
"London South Bank Univ","CS/Computing","computing@lsbu.ac.uk","951-1000"
"London South Bank Univ","Engineering","eng.admissions@lsbu.ac.uk","951-1000"
"London South Bank Univ","International Admissions","international@lsbu.ac.uk","951-1000"
"London South Bank Univ","Student Finance","fees@lsbu.ac.uk","951-1000"
"London South Bank Univ","AI/Cyber Security MSc","pg.admissions@lsbu.ac.uk","951-1000"
"Birmingham City University","General Admissions","admissions@bcu.ac.uk","1001-1200"
"Birmingham City University","UG Admissions","ug.admissions@bcu.ac.uk","1001-1200"
"Birmingham City University","PGT Admissions","pg.admissions@bcu.ac.uk","1001-1200"
"Birmingham City University","PGR Admissions","phd.admissions@bcu.ac.uk","1001-1200"
"Birmingham City University","CS/Computing","computing@bcu.ac.uk","1001-1200"
"Birmingham City University","Engineering","eng.admissions@bcu.ac.uk","1001-1200"
"Birmingham City University","International Admissions","international@bcu.ac.uk","1001-1200"
"Birmingham City University","Student Finance","fees@bcu.ac.uk","1001-1200"
"Birmingham City University","AI/Cyber Security MSc","pg.admissions@bcu.ac.uk","1001-1200"
"Canterbury Christ Church","General Admissions","admissions@canterbury.ac.uk","1001-1200"
"Canterbury Christ Church","UG Admissions","ug.admissions@canterbury.ac.uk","1001-1200"
"Canterbury Christ Church","PGT Admissions","pg.admissions@canterbury.ac.uk","1001-1200"
"Canterbury Christ Church","PGR Admissions","phd.admissions@canterbury.ac.uk","1001-1200"
"Canterbury Christ Church","CS/Computing","computing@canterbury.ac.uk","1001-1200"
"Canterbury Christ Church","International Admissions","international@canterbury.ac.uk","1001-1200"
"Canterbury Christ Church","Student Finance","fees@canterbury.ac.uk","1001-1200"
"Canterbury Christ Church","Cyber Security MSc","pg.admissions@canterbury.ac.uk","1001-1200"
"Canterbury Christ Church","Accommodation","accommodation@canterbury.ac.uk","1001-1200"
"Univ of Central Lancashire","General Admissions","admissions@uclan.ac.uk","1001-1200"
"Univ of Central Lancashire","UG Admissions","ug.admissions@uclan.ac.uk","1001-1200"
"Univ of Central Lancashire","PGT Admissions","pg.admissions@uclan.ac.uk","1001-1200"
"Univ of Central Lancashire","PGR Admissions","phd.admissions@uclan.ac.uk","1001-1200"
"Univ of Central Lancashire","CS/Computing","computing@uclan.ac.uk","1001-1200"
"Univ of Central Lancashire","Engineering","eng.admissions@uclan.ac.uk","1001-1200"
"Univ of Central Lancashire","International Admissions","international@uclan.ac.uk","1001-1200"
"Univ of Central Lancashire","Student Finance","fees@uclan.ac.uk","1001-1200"
"Univ of Central Lancashire","AI/Cyber Security MSc","pg.admissions@uclan.ac.uk","1001-1200"
"Univ of Westminster","General Admissions","admissions@westminster.ac.uk","1001-1200"
"Univ of Westminster","UG Admissions","ug.admissions@westminster.ac.uk","1001-1200"
"Univ of Westminster","PGT Admissions","pg.admissions@westminster.ac.uk","1001-1200"
"Univ of Westminster","PGR Admissions","phd.admissions@westminster.ac.uk","1001-1200"
"Univ of Westminster","CS/Computing","computing@westminster.ac.uk","1001-1200"
"Univ of Westminster","Engineering","eng.admissions@westminster.ac.uk","1001-1200"
"Univ of Westminster","International Admissions","international@westminster.ac.uk","1001-1200"
"Univ of Westminster","Student Finance","fees@westminster.ac.uk","1001-1200"
"Univ of Westminster","Applied AI/Cyber MSc","pg.admissions@westminster.ac.uk","1001-1200"
"University of Derby","General Admissions","askadmissions@derby.ac.uk","1001-1200"
"University of Derby","UG Admissions","ug.admissions@derby.ac.uk","1001-1200"
"University of Derby","PGT Admissions","pg.admissions@derby.ac.uk","1001-1200"
"University of Derby","PGR Admissions","phd.admissions@derby.ac.uk","1001-1200"
"University of Derby","CS/Computing","computing@derby.ac.uk","1001-1200"
"University of Derby","Engineering","eng.admissions@derby.ac.uk","1001-1200"
"University of Derby","International Admissions","international@derby.ac.uk","1001-1200"
"University of Derby","Student Finance","fees@derby.ac.uk","1001-1200"
"University of Derby","AI/Cyber Security MSc","pg.admissions@derby.ac.uk","1001-1200"
"Univ of Bedfordshire","General Admissions","admissions@beds.ac.uk","1001-1200"
"Univ of Bedfordshire","UG Admissions","ug.admissions@beds.ac.uk","1001-1200"
"Univ of Bedfordshire","PGT Admissions","pg.admissions@beds.ac.uk","1001-1200"
"Univ of Bedfordshire","PGR Admissions","phd.admissions@beds.ac.uk","1001-1200"
"Univ of Bedfordshire","CS/Computing","computing@beds.ac.uk","1001-1200"
"Univ of Bedfordshire","Engineering","eng.admissions@beds.ac.uk","1001-1200"
"Univ of Bedfordshire","International Admissions","international@beds.ac.uk","1001-1200"
"Univ of Bedfordshire","Student Finance","fees@beds.ac.uk","1001-1200"
"Univ of Bedfordshire","Cyber/Data Science MSc","pg.admissions@beds.ac.uk","1001-1200"
"University of Chester","General Admissions","admissions@chester.ac.uk","1001-1200"
"University of Chester","UG Admissions","ug.admissions@chester.ac.uk","1001-1200"
"University of Chester","PGT Admissions","pg.admissions@chester.ac.uk","1001-1200"
"University of Chester","PGR Admissions","phd.admissions@chester.ac.uk","1001-1200"
"University of Chester","CS/Computing","computing@chester.ac.uk","1001-1200"
"University of Chester","Engineering","eng.admissions@chester.ac.uk","1001-1200"
"University of Chester","International Admissions","international@chester.ac.uk","1001-1200"
"University of Chester","Student Finance","fees@chester.ac.uk","1001-1200"
"University of Chester","AI/Cyber Security MSc","pg.admissions@chester.ac.uk","1001-1200"
"Glasgow Caledonian Univ","General Admissions","admissions@gcu.ac.uk","1001-1200"
"Glasgow Caledonian Univ","UG Admissions","ug.admissions@gcu.ac.uk","1001-1200"
"Glasgow Caledonian Univ","PGT Admissions","pg.admissions@gcu.ac.uk","1001-1200"
"Glasgow Caledonian Univ","PGR Admissions","phd.admissions@gcu.ac.uk","1001-1200"
"Glasgow Caledonian Univ","CS/Computing","computing@gcu.ac.uk","1001-1200"
"Glasgow Caledonian Univ","Engineering","eng.admissions@gcu.ac.uk","1001-1200"
"Glasgow Caledonian Univ","International Admissions","international@gcu.ac.uk","1001-1200"
"Glasgow Caledonian Univ","Student Finance","fees@gcu.ac.uk","1001-1200"
"Glasgow Caledonian Univ","AI/Cyber Security MSc","pg.admissions@gcu.ac.uk","1001-1200"
"Univ of West of Scotland","General Admissions","admissions@uws.ac.uk","1001-1200"
"Univ of West of Scotland","UG Admissions","ug.admissions@uws.ac.uk","1001-1200"
"Univ of West of Scotland","PGT Admissions","pg.admissions@uws.ac.uk","1001-1200"
"Univ of West of Scotland","PGR Admissions","phd.admissions@uws.ac.uk","1001-1200"
"Univ of West of Scotland","CS/Computing","computing@uws.ac.uk","1001-1200"
"Univ of West of Scotland","Engineering","eng.admissions@uws.ac.uk","1001-1200"
"Univ of West of Scotland","International Admissions","international@uws.ac.uk","1001-1200"
"Univ of West of Scotland","Student Finance","fees@uws.ac.uk","1001-1200"
"Univ of West of Scotland","AI/Cyber Security MSc","pg.admissions@uws.ac.uk","1001-1200"
"University of Salford","General Admissions","admissions@salford.ac.uk","1001-1200"
"University of Salford","UG Admissions","ug.admissions@salford.ac.uk","1001-1200"
"University of Salford","PGT Admissions","pg.admissions@salford.ac.uk","1001-1200"
"University of Salford","PGR Admissions","phd.admissions@salford.ac.uk","1001-1200"
"University of Salford","CS/Computing","computing@salford.ac.uk","1001-1200"
"University of Salford","Engineering","eng.admissions@salford.ac.uk","1001-1200"
"University of Salford","International Admissions","international@salford.ac.uk","1001-1200"
"University of Salford","Student Finance","fees@salford.ac.uk","1001-1200"
